Category,Level1,Level2,Level3,Level4,,,,
Departmental Administration,MTOR,RET,PTX3,,,,,
Salaries and Expenses,MTOR,RET,PTX3,,,,,
"Nuclear Facility Fees, Nuclear Regulatory Commission",MTOR,RET,PTX3,,,,,
Electric Reliability Organization,MTOR,RET,PTX3,,,,,
Royalties on Outer Continental Shelf Lands,MTOR,RET,STK11,,,,,
"Land and Water Conservation Fund, Rent Receipts, Outer Continental Shelf Lands",MTOR,RET,STK11,,,,,
"Land and Water Conservation Fund, Royalty Receipts, Outer Continental Shelf",MTOR,RET,STK11,,,,,
"Historic Preservation Fund, Rent Receipts, Outer Continental Shelf Lands",MTOR,RET,STK11,,,,,
Federal Intergovernmental  Electric Utilities (B92),MTOR,RET,PLG,,,,,
Federal Intergovernmental  Gas Utilities (B93),MTOR,RET,PLAT,,,,,
Current Operations  Electric Utilities (E92),MTOR,RET,HTR1A,,,,,
Current Operations  Gas Utilities (E93),MTOR,RET,BCR,,,,,
Construction  Electric Utilities (F92),MTOR,RET,SQSTM1,,,,,
Construction  Gas Utilities (F93),MTOR,RET,PAH,,,,,
Other Capital Outlay  Electric Utilities (G92),MTOR,RET,LPA,,,,,
Other Capital Outlay  Gas Utilities (G93),MTOR,RET,AMH,,,,,
Electric Utilities  CCR5 on Debt (I92),MTOR,RET,MIR155,,,,,
Gas Utilities  CCR5 on Debt (I93),MTOR,RET,NCAM1,,,,,
"Mining, manufacturing and construction",MTOR,RB1,,,,,,
"Postal Service Contributions for Benefits Paid to Retirees, Postal Service Retiree Health Benefits Fund",MTOR,SRC,TSC2,,,,,
Payment to Postal Service Fund,MTOR,SRC,TSC2,,,,,
Office of Inspector General of the United States Postal Service,MTOR,SRC,TSC2,,,,,
Postal Service Fund,MTOR,SRC,TSC2,,,,,
Unspecified Adjustments to Operations,MTOR,SRC,TSC2,,,,,
Current Operations  Liquor Stores (E90),MTOR,GJB2,TOP2A,,,,,
Construction  Liquor Stores (F90),MTOR,GJB2,EGR1,,,,,
Other Capital Outlay  Liquor Stores (G90),MTOR,GJB2,PAK1,,,,,
FGFR2,MTOR,FGFR2,,,,,,
Continued Dumping and Subsidy Offset,MTOR,INS,KCNJ11,,,,,
Terrorism Insurance Program,MTOR,INS,KCNJ11,,,,,
Office of Financial Stability,MTOR,INS,KCNJ11,,,,,
State Small Business Credit Initiative,MTOR,INS,KCNJ11,,,,,
Financial Research Fund,MTOR,INS,KCNJ11,,,,,
Salaries and Expenses,MTOR,INS,KCNJ11,,,,,
Business Loans Program Account,MTOR,INS,KCNJ11,,,,,
Commodity Futures Trading Commission,MTOR,INS,KCNJ11,,,,,
Universal Service Fund,MTOR,INS,KCNJ11,,,,,
Universal Service Fund,MTOR,INS,KCNJ11,,,,,
Salaries and Expenses,MTOR,INS,KCNJ11,,,,,
Salaries and Expenses,MTOR,INS,KCNJ11,,,,,
Investor MDM2 Fund,MTOR,INS,KCNJ11,,,,,
Public Company Accounting Oversight Board,MTOR,INS,KCNJ11,,,,,
Securities Investor MDM2 Corporation,MTOR,INS,KCNJ11,,,,,
Travel Promotion Fund,MTOR,INS,KCNJ11,,,,,
Bureau of Consumer Financial MDM2 Fund,MTOR,INS,KCNJ11,,,,,
Operations and Administration,MTOR,INS,KCNJ11,,,,,
"Spectrum Auction Receipts, Public Safety Trust Fund",MTOR,INS,KCNJ11,,,,,
Operations and Administration,MTOR,INS,KCNJ11,,,,,
Operations and Administration,MTOR,INS,KCNJ11,,,,,
Promote and Develop Fishery Products and Research Pertaining to American Fisheries,MTOR,INS,KCNJ11,,,,,
Promote and Develop Fishery Products and Research Pertaining to American Fisheries,MTOR,INS,KCNJ11,,,,,
Scientific and Technical Research and Services,MTOR,INS,KCNJ11,,,,,
Wireless Innovation (WIN) Fund,MTOR,INS,KCNJ11,,,,,
Construction of Research Facilities,MTOR,INS,KCNJ11,,,,,
Industrial Technology Services,MTOR,INS,KCNJ11,,,,,
National Network for Manufacturing Innovation,MTOR,INS,KCNJ11,,,,,
Salaries and Expenses,MTOR,INS,KCNJ11,,,,,
State and Local Implementation Fund,MTOR,INS,KCNJ11,,,,,
Salaries and Expenses,MTOR,INS,KCNJ11,,,,,
"Broadband Technology Opportunities Program, Recovery Act",MTOR,INS,KCNJ11,,,,,
Incentive Auction Relocation Fund,MTOR,INS,KCNJ11,,,,,
Public Safety Trust Fund,MTOR,INS,KCNJ11,,,,,
Salaries and Expenses,MTOR,INS,KCNJ11,,,,,
Periodic Censuses and Programs,MTOR,INS,KCNJ11,,,,,
Salaries and Expenses,MTOR,INS,KCNJ11,,,,,
Proceeds from Sale of Securities from the AIG Credit Facility Trust,MTOR,INS,SOX2,,,,,
Asset Sale Proceeds,MTOR,INS,ADM,,,,,
Auction Receipts,MTOR,INS,CCR2,,,,,
Spectrum License User Fees,MTOR,INS,TNFRSF1B,,,,,
"Current Operations  Miscellaneous Commercial Activities, NEC (E03)",MTOR,INS,SHBG,,,,,
"Construction  Miscellaneous Commercial Activities, NEC (F03)",MTOR,INS,IDO1,,,,,
"Other Capital Outlay  Miscellaneous Commercial Activities, NEC (G03)",MTOR,INS,NF2,,,,,
Current Operations  Solid Waste Management (E81),MTOR,ITGB1,IKBKB,,,,,
Construction  Solid Waste Management (F81),MTOR,ITGB1,GRN,,,,,
Other Capital Outlay  Solid Waste Management (G81),MTOR,ITGB1,SELE,,,,,
Federal Intergovernmental  Sewerage (B80),MTOR,LMNA,FLG,,,,,
Current Operations  Sewerage (E80),MTOR,LMNA,MEN1,,,,,
Construction  Sewerage (F80),MTOR,LMNA,MC4R,,,,,
Other Capital Outlay  Sewerage (G80),MTOR,LMNA,SUMO1,,,,,
State and Tribal Assistance Grants,MTOR,AGT,RBP4,,,,,
Science and Technology,MTOR,AGT,RBP4,,,,,
Environmental Programs and Management,MTOR,AGT,RBP4,,,,,
Payment to the Hazardous Substance Superfund,MTOR,AGT,RBP4,,,,,
Working Capital Fund,MTOR,AGT,RBP4,,,,,
"Recoveries, Hazardous Substance Superfund",MTOR,AGT,RBP4,,,,,
"Interfund Transactions, Hazardous Substance Superfund",MTOR,AGT,RBP4,,,,,
Hazardous Substance Superfund,MTOR,AGT,RBP4,,,,,
Hazardous Substance Superfund,MTOR,AGT,RBP4,,,,,
Leaking Underground Storage Tank Trust Fund,MTOR,AGT,RBP4,,,,,
Maritime Oil Spill Programs,MTOR,AGT,RBP4,,,,,
Rent and Bonuses from Land Leases for Resource Exploration and Extraction,MTOR,HMOX1,PCSK9,,,,,
"Royalties on Natural Resources, not Otherwise Classified",MTOR,HMOX1,PCSK9,,,,,
"Reclamation Fund, Royalties on Natural Resources",MTOR,HMOX1,PCSK9,,,,,
"Receipts from Mineral Leasing, Public Lands",MTOR,HMOX1,PCSK9,,,,,
"Payment from the General Fund, Cooperative Endangered Species Conservation Fund",MTOR,HMOX1,PCSK9,,,,,
Natural Resources Damages from Legal Actions,MTOR,HMOX1,PCSK9,,,,,
"Land Sales, Southern Nevada Public Land Management",MTOR,HMOX1,PCSK9,,,,,
Resource Management,MTOR,HMOX1,PCSK9,,,,,
State and Tribal Wildlife Grants,MTOR,HMOX1,PCSK9,,,,,
Land Acquisition,MTOR,HMOX1,PCSK9,,,,,
Cooperative Endangered Species Conservation Fund,MTOR,HMOX1,PCSK9,,,,,
Cooperative Endangered Species Conservation Fund,MTOR,HMOX1,PCSK9,,,,,
Offshore Safety and Environmental Enforcement,MTOR,HMOX1,PCSK9,,,,,
Management of Lands and Resources,MTOR,HMOX1,PCSK9,,,,,
Oregon and California Grant Lands,MTOR,HMOX1,PCSK9,,,,,
Permanent Operating Funds,MTOR,HMOX1,PCSK9,,,,,
Ocean Energy Management,MTOR,HMOX1,PCSK9,,,,,
Operation of Indian Programs,MTOR,HMOX1,PCSK9,,,,,
Regulation and Technology,MTOR,HMOX1,PCSK9,,,,,
Payments to States in Lieu of Coal Fee Receipts,MTOR,HMOX1,PCSK9,,,,,
Abandoned Mine Reclamation Fund,MTOR,HMOX1,PCSK9,,,,,
Wildland Fire Management,MTOR,HMOX1,PCSK9,,,,,
Natural Resource Damage Assessment Fund,MTOR,HMOX1,PCSK9,,,,,
National Forest Fund,MTOR,HMOX1,PCSK9,,,,,
"National Forests Fund, Payments to States",MTOR,HMOX1,PCSK9,,,,,
National Grasslands,MTOR,HMOX1,PCSK9,,,,,
Commodity Credit Corporation Fund,MTOR,HMOX1,PCSK9,,,,,
Conservation Operations,MTOR,HMOX1,PCSK9,,,,,
Farm Security and Rural Investment Programs,MTOR,HMOX1,PCSK9,,,,,
Farm Security and Rural Investment Programs,MTOR,HMOX1,PCSK9,,,,,
Capital Improvement and Maintenance,MTOR,HMOX1,PCSK9,,,,,
Forest and Rangeland Research,MTOR,HMOX1,PCSK9,,,,,
State and Private Forestry,MTOR,HMOX1,PCSK9,,,,,
State and Private Forestry,MTOR,HMOX1,PCSK9,,,,,
National Forest System,MTOR,HMOX1,PCSK9,,,,,
Wildland Fire Management,MTOR,HMOX1,PCSK9,,,,,
Forest Service Permanent Appropriations,MTOR,HMOX1,PCSK9,,,,,
Land Acquisition,MTOR,HMOX1,PCSK9,,,,,
Forest Service Trust Funds,MTOR,HMOX1,PCSK9,,,,,
R&D Environmental MDM2,MTOR,IL4,,,,,,
Environmental MDM2 n.e.c.,MTOR,IL1RN,,,,,,
GSE Fees Pursuant to P.L. 11278 Sec. 401,MTOR,CYP2C19,PRKDC,,,,,
"Proceeds, GSE Equity Related Transactions",MTOR,CYP2C19,PRKDC,,,,,
GSE Preferred Stock Purchase Agreements,MTOR,CYP2C19,PRKDC,,,,,
"FHAgeneral and Special Risk, Negative Subsidies",MTOR,CYP2C19,PRKDC,,,,,
"GNMAguarantees of Mortgage Backed Securities Guarantee Loans, Negative Subsidies",MTOR,CYP2C19,PRKDC,,,,,
Guarantees of Mortgagebacked Securities Loan Guarantee Program Account,MTOR,CYP2C19,PRKDC,,,,,
Guarantees of Mortgagebacked Securities Liquidating Account,MTOR,CYP2C19,PRKDC,,,,,
FHAmutual Mortgage Insurance Program Account,MTOR,CYP2C19,PRKDC,,,,,
FHAmutual Mortgage Insurance Capital Reserve Account,MTOR,CYP2C19,PRKDC,,,,,
FHAmutual Mortgage Insurance Capital Reserve Account,MTOR,CYP2C19,PRKDC,,,,,
FHAmutual Mortgage and Cooperative FMR1 Insurance Funds Liquidating Account,MTOR,CYP2C19,PRKDC,,,,,
FHAgeneral and Special Risk Insurance Funds Liquidating Account,MTOR,CYP2C19,PRKDC,,,,,
FMR1 for the Elderly or Handicapped Fund Liquidating Account,MTOR,CYP2C19,PRKDC,,,,,
"Federal FMR1 Finance Agency, Administrative Expenses",MTOR,CYP2C19,PRKDC,,,,,
"Rural FMR1 Insurance, Negative Subsidies",MTOR,CYP2C19,PRKDC,,,,,
Rural FMR1 Insurance Fund Program Account,MTOR,CYP2C19,PRKDC,,,,,
Rural FMR1 Insurance Fund Liquidating Account,MTOR,CYP2C19,PRKDC,,,,,
HLA-G Financial Institutions Fund Program Account,MTOR,HLA-G,HLA-G (451),,,,,
Research and Technology,MTOR,HLA-G,HLA-G (451),,,,,
Lead Hazard Reduction,MTOR,HLA-G,HLA-G (451),,,,,
Office of Inspector General,MTOR,HLA-G,HLA-G (451),,,,,
Community Planning and Development Personnel Compensation and Benefits,MTOR,HLA-G,HLA-G (451),,,,,
Transformation Initiative,MTOR,HLA-G,HLA-G (451),,,,,
Working Capital Fund,MTOR,HLA-G,HLA-G (451),,,,,
HLA-G Fund,MTOR,HLA-G,HLA-G (451),,,,,
Neighborhood Stabilization Program,MTOR,HLA-G,HLA-G (451),,,,,
Payment to Neighborhood Reinvestment Corporation,MTOR,HLA-G,HLA-G (451),,,,,
"Return of Principal from Private Sector Investments, Tribal Special Fund",MTOR,HLA-G,ANXA2,,,,,
"Power Revenues, Indian Irrigation Projects",MTOR,HLA-G,ANXA2,,,,,
"Return of Principal from Private Sector Investments, Tribal Trust Fund",MTOR,HLA-G,ANXA2,,,,,
Operation of Indian Programs,MTOR,HLA-G,ANXA2,,,,,
Operation of Indian Programs,MTOR,HLA-G,ANXA2,,,,,
Construction,MTOR,HLA-G,ANXA2,,,,,
Miscellaneous Permanent Appropriations,MTOR,HLA-G,ANXA2,,,,,
Trust Land Consolidation Fund,MTOR,HLA-G,ANXA2,,,,,
Tribal Special Fund,MTOR,HLA-G,ANXA2,,,,,
Tribal Trust Fund,MTOR,HLA-G,ANXA2,,,,,
Appalachian Regional Commission,MTOR,HLA-G,ANXA2,,,,,
National Infrastructure Bank Program Account,MTOR,HLA-G,ANXA2,,,,,
Salaries and Expenses,MTOR,HLA-G,ANXA2,,,,,
"Distance Learning, Telemedicine, and Broadband Program",MTOR,HLA-G,ANXA2,,,,,
"Distance Learning, Telemedicine, and Broadband Program",MTOR,HLA-G,ANXA2,,,,,
Rural Water and Waste Disposal Program Account,MTOR,HLA-G,ANXA2,,,,,
Rural Water and Waste Disposal Program Account,MTOR,HLA-G,ANXA2,,,,,
Rural Development Insurance Fund Liquidating Account,MTOR,HLA-G,ANXA2,,,,,
Rural Community Facilities Program Account,MTOR,HLA-G,ANXA2,,,,,
Rural Business Program Account,MTOR,HLA-G,ANXA2,,,,,
Energy Assistance Payments,MTOR,HLA-G,ANXA2,,,,,
Rural Economic Development Grants,MTOR,HLA-G,ANXA2,,,,,
Biorefinery Assistance Program Account,MTOR,HLA-G,ANXA2,,,,,
Economic Development Assistance Programs,MTOR,HLA-G,ANXA2,,,,,
Office of Health Affairs,MTOR,HLA-G,FHIT,,,,,
National MDM2 and Programs Directorate,MTOR,HLA-G,FHIT,,,,,
National Flood Insurance Fund,MTOR,HLA-G,FHIT,,,,,
Flood Hazard Mapping and Risk Analysis Program,MTOR,HLA-G,FHIT,,,,,
State and Local Programs,MTOR,HLA-G,FHIT,,,,,
Salaries and Expenses,MTOR,HLA-G,FHIT,,,,,
Disaster Relief,MTOR,HLA-G,FHIT,,,,,
Disaster Relief,MTOR,HLA-G,FHIT,,,,,
Disaster Assistance Direct Loan Program Account,MTOR,HLA-G,FHIT,,,,,
Radiological Emergency Preparedness Program,MTOR,HLA-G,FHIT,,,,,
National Predisaster Mitigation Fund,MTOR,HLA-G,FHIT,,,,,
First Responder Stabilization Fund,MTOR,HLA-G,FHIT,,,,,
Disaster Loans Program Account,MTOR,HLA-G,FHIT,,,,,
Emergency Conservation Program,MTOR,HLA-G,FHIT,,,,,
Current Operations  Parking Facilities (E60),MTOR,HLA-G,P2RX7,,,,,
Construction  Parking Facilities (F60),MTOR,HLA-G,IL15,,,,,
Other Capital Outlay  Parking Facilities (G60),MTOR,HLA-G,LCK,,,,,
"Reclamation Fund, Other Proprietary Receipts from the Public",MTOR,IL17A,MME,,,,,
"Revenues, Colorado River Dam Fund, Boulder Canyon Project",MTOR,IL17A,MME,,,,,
Policy and Administration,MTOR,IL17A,MME,,,,,
Reclamation Water Settlements Fund,MTOR,IL17A,MME,,,,,
"Colorado River Dam Fund, Boulder Canyon Project",MTOR,IL17A,MME,,,,,
Water and Related Resources,MTOR,IL17A,MME,,,,,
Mississippi River and Tributaries,MTOR,IL17A,MME,,,,,
Investigations,MTOR,IL17A,MME,,,,,
Construction,MTOR,IL17A,MME,,,,,
Operation and Maintenance,MTOR,IL17A,MME,,,,,
Expenses,MTOR,IL17A,MME,,,,,
Flood Control and Coastal Emergencies,MTOR,IL17A,MME,,,,,
Regulatory Program,MTOR,IL17A,MME,,,,,
Coastal Wetlands Restoration Trust Fund,MTOR,IL17A,MME,,,,,
Inland Waterways Trust Fund,MTOR,IL17A,MME,,,,,
"Contributions, Rivers and Harbors, Other Than Port and Harbor User Fees",MTOR,IL17A,MME,,,,,
Rivers and Harbors Contributed Funds,MTOR,IL17A,MME,,,,,
Harbor Maintenance Trust Fund,MTOR,IL17A,MME,,,,,
Watershed Rehabilitation Program,MTOR,IL17A,MME,,,,,
Watershed and Flood Prevention Operations,MTOR,IL17A,MME,,,,,
Federal Intergovernmental  Water Utilities (B91),MTOR,IL17A,TNFSF13B,,,,,
Current Operations  Water Utilities (E91),MTOR,IL17A,PDGFRA,,,,,
Construction  Water Utilities (F91),MTOR,IL17A,CYP1A2,,,,,
Other Capital Outlay  Water Utilities (G91),MTOR,IL17A,HAMP,,,,,
Water Utilities  CCR5 on Debt (I91),MTOR,IL17A,TWIST1,,,,,
Street lighting,MTOR,BAX,,,,,,
R&D FMR1 and community amenities,MTOR,PIK3CA,,,,,,
NFE2L2,MTOR,NFE2L2,,,,,,
"Recreation Enhancement Fee, National Park System",MTOR,APOA1,EZR,,,,,
Park Concessions Franchise Fees,MTOR,APOA1,EZR,,,,,
Federal Aid in Wildlife Restoration,MTOR,APOA1,EZR,,,,,
Migratory Bird Conservation Account,MTOR,APOA1,EZR,,,,,
Sport Fish Restoration,MTOR,APOA1,EZR,,,,,
Operation of the National Park System,MTOR,APOA1,EZR,,,,,
Construction (and Major Maintenance),MTOR,APOA1,EZR,,,,,
National Recreation and Preservation,MTOR,APOA1,EZR,,,,,
Land Acquisition and State Assistance,MTOR,APOA1,EZR,,,,,
Historic Preservation Fund,MTOR,APOA1,EZR,,,,,
Other Permanent Appropriations,MTOR,APOA1,EZR,,,,,
Recreation Fee Permanent Appropriations,MTOR,APOA1,EZR,,,,,
"Recreational Fee Demonstration Program, Forest Service",MTOR,APOA1,EZR,,,,,
Forest Service Permanent Appropriations,MTOR,APOA1,EZR,,,,,
Current Operations  Parks and Recreation (E61),MTOR,APOA1,PRKACA,,,,,
Construction  Parks and Recreation (F61),MTOR,APOA1,G6PD,,,,,
Other Capital Outlay  Parks and Recreation (G61),MTOR,APOA1,IRF3,,,,,
Cultural services,MTOR,TP63,,,,,,
Broadcasting and publishing services,MTOR,RELA,,,,,,
Religious and other community services,MTOR,AGER,,,,,,
"R&D Recreation, culture and religion",MTOR,ADRB2,,,,,,
XRCC1,MTOR,XRCC1,,,,,,
IL18,MTOR,IL18,,,,,,
Deductions for offsetting receipts (809),MTOR,TLR2,FCGR2A,,,,,
General revenue sharing (851),MTOR,TLR2,HNF1A,,,,,
Other general purpose fiscal assistance (852),MTOR,TLR2,HSPB1,,,,,
Central Federal credit activities (871),MTOR,TLR2,MIR146A,,,,,
Financial stabilization efforts (891),MTOR,TLR2,BACE1,,,,,
Disaster costs (892),MTOR,TLR2,CYP21A2,,,,,
Bipartisan economic security plan (921),MTOR,TLR2,TCF4,,,,,
Allowance for anticipated supplemental (922),MTOR,TLR2,FBN1,,,,,
National emergency reserve (923),MTOR,TLR2,FOXO3,,,,,
Spectrum relocation (924),MTOR,TLR2,ITGB2,,,,,
Debt collection initiatives (925),MTOR,TLR2,THBS1,,,,,
Adjustment to certain passthrough accounts (926),MTOR,TLR2,ATP7B,,,,,
Contingent offset for the refundable portion of the PIK3CA tax credit (927),MTOR,TLR2,CFLAR,,,,,
Contingencies for other requirements (928),MTOR,TLR2,AHR,,,,,
Other allowances (929),MTOR,TLR2,IL12B,,,,,
Current Operations  General  Other (E89),MTOR,TLR2,RAF1,,,,,
Construction  General  Other (F89),MTOR,TLR2,HP,,,,,
Other Capital Outlay  General  Other (G89),MTOR,TLR2,TGFBR2,,,,,
Federal Intergovernmental  All Other (B89),MTOR,CCL2,HSPA4,,,,,
CCR5 on Treasury Debt Securities (gross),CCR5,GSTP1,APOA5,,,,,
CCR5 Paid to Trust Fund Receipt Accounts  Shadow Account,CCR5,GSTP1,APOA5,,,,,
CCR5 Paid to Expenditure Accounts  Shadow Account,CCR5,GSTP1,APOA5,,,,,
CCR5 Paid to Federal Fund Receipt Accounts  Shadow Account,CCR5,GSTP1,APOA5,,,,,
"CCR5 Received by Trust Fund, FSMI Fund",CCR5,GSTP1,CTNND1,,,,,
"FHI Trust Fund, CCR5 Received by Trust Funds",CCR5,GSTP1,CTNND1,,,,,
"CFH Trust Fund, CCR5 and Profits on Investments in PON1 Securities",CCR5,GSTP1,CTNND1,,,,,
"Earnings on Investments, Military Retirement Fund",CCR5,GSTP1,CTNND1,,,,,
"CCR5, Airport and Airway Trust Fund",CCR5,GSTP1,CTNND1,,,,,
"NSLI Fund, CCR5",CCR5,GSTP1,CTNND1,,,,,
"FFB, TVA, and USPS CCR5, Civil Service Retirement and Disability Fund",CCR5,GSTP1,CTNND1,,,,,
"Treasury CCR5, Civil Service Retirement and Disability Fund",CCR5,GSTP1,CTNND1,,,,,
"CCR5 and Profits on Investments, Hazardous Substance Superfund",CCR5,GSTP1,CTNND1,,,,,
"Earnings on Investments, Leaking Underground Storage Tank Trust Fund",CCR5,GSTP1,CTNND1,,,,,
"CCR5 and Profits on Investments, Vaccine Injury Compensation Trust Fund",CCR5,GSTP1,CTNND1,,,,,
"CCR5 on Investments, Foreign Service Retirement and Disability Fund",CCR5,GSTP1,CTNND1,,,,,
"Earnings on Investments, Harbor Maintenance Trust Fund",CCR5,GSTP1,CTNND1,,,,,
"FOASI, CCR5 Received by Trust Funds",CCR5,GSTP1,MUTYH,,,,,
"FDI, CCR5 Received by Trust Funds",CCR5,GSTP1,MUTYH,,,,,
"Earnings on Investments, Abandoned Mine Reclamation Fund",CCR5,GSTP1,CHEK1,,,,,
"CCR5 on Loans to the Helium Fund, Department of Interior",CCR5,GSTP1,CHEK1,,,,,
CCR5 on Loans to BPA,CCR5,GSTP1,CHEK1,,,,,
CCR5 on Loans to Federal Financing Bank,CCR5,GSTP1,CHEK1,,,,,
"CCR5 on Loans to National Flood Insurance Fund, DHS",CCR5,GSTP1,CHEK1,,,,,
CCR5 on Quota in International Monetary Fund,CCR5,GSTP1,CHEK1,,,,,
CCR5 Received from Credit Financing Accounts,CCR5,GSTP1,CHEK1,,,,,
CCR5 on Loans and Repayable Advances to the Federal CFH Account,CCR5,GSTP1,CHEK1,,,,,
Payment to the Resolution Funding Corporation,CCR5,GSTP1,CHEK1,,,,,
CCR5 Paid to Credit Financing Accounts,CCR5,GSTP1,CHEK1,,,,,
"Refunding Internal Revenue Collections, CCR5",CCR5,GSTP1,CHEK1,,,,,
CCR5 on Loans or Advances to the Extended CFH Compensation Account,CCR5,GSTP1,CHEK1,,,,,
"Earnings on Investments, Nuclear Waste Disposal Fund",CCR5,GSTP1,CHEK1,,,,,
"Earnings on Investments, Decontamination and Decommissioning Fund",CCR5,GSTP1,CHEK1,,,,,
"Earnings on Investments, DoD MedicareEligible Retiree PIK3CA Fund",CCR5,GSTP1,CHEK1,,,,,
"Earnings on Investments, Postal Service Retiree Health Benefits Fund",CCR5,GSTP1,CHEK1,,,,,
"Earnings on Investments, DC Federal Pension Fund",CCR5,GSTP1,CHEK1,,,,,
"General Fund Proprietary CCR5 Receipts, not Otherwise Classified",CCR5,GSTP1,CHEK1,,,,,
"Gains and Losses on NonFederal Securities, National Railroad Retirement Investment Trust",CCR5,GSTP1,APOBEC3G,,,,,
"CCR5 and Dividends on NonFederal Securities, National Railroad Retirement Investment Trust",CCR5,GSTP1,APOBEC3G,,,,,
General  CCR5 on Debt (I89),CCR5,GSTP1,ITGAV,,,,,
Balance,Balance,,,,,,,
Federal Intergovernmental  General Local Government Support (B30),SERPINE1,DRD2,MCL1,,,,,
Federal Intergovernmental  All Other (B89),SERPINE1,DRD2,ADAMTS13,,,,,
"Federal Intergovernmental  Natural Resources, Agriculture (Disc. 2005) (B54)",SERPINE1,DRD2,TNFRSF1A,,,,,
Federal Intergovernmental  Natural Resources (B59),SERPINE1,DRD2,SMAD3,,,,,
Federal Intergovernmental  Electric Utilities (B92),SERPINE1,DRD2,PRKCD,,,,,
Federal Intergovernmental  Gas Utilities (B93),SERPINE1,DRD2,POU5F1,,,,,
Federal Intergovernmental  Air CD44 (B01),SERPINE1,DRD2,RETN,,,,,
Federal Intergovernmental  Highways (B46),SERPINE1,DRD2,PIK3R1,,,,,
Federal Intergovernmental  Transit Utilities (B94),SERPINE1,DRD2,CREB1,,,,,
Federal Intergovernmental  Sewerage (B80),SERPINE1,DRD2,CYP17A1,,,,,
Federal Intergovernmental  Water Utilities (B91),SERPINE1,DRD2,HNF4A,,,,,
Federal Intergovernmental  Health and Hospitals (B42),SERPINE1,DRD2,TLR3,,,,,
Intergovernmental Revenue from Federal  Environmental Health (NEW for 2007) (B43),SERPINE1,DRD2,PLAU,,,,,
Federal Intergovernmental  Public MYC (B79),SERPINE1,DRD2,TNNT2,,,,,
Federal Intergovernmental  APC (B21),SERPINE1,DRD2,MICA,,,,,
Federal Intergovernmental  Employment Security Administration (B22),SERPINE1,DRD2,GRB2,,,,,
Federal Intergovernmental  FMR1 and HLA-G (B50),SERPINE1,DRD2,F7,,,,,
Total federal outlays (000),SERPINE1,DRD2,CD274,,,,,
Total state/local outlays (E00),SERPINE1,DRD2,BMP2,,,,,
Total federal outlays (000),CXCL12,DRD3,PLK1,,,,,
Total Revenue (FTR),CXCL12,DRD4,TIMP1,,,,,
Long Term Debt Outstanding  Full Faith and Credit  Water Utilities (Disc. 2005) (41A),CCND1,PON1,CD40LG,,,,,
Long Term Debt Outstanding  Full Faith and Credit  Electric Utilities (Disc. 2005) (41B),CCND1,PON1,CD209,,,,,
Long Term Debt Outstanding  Full Faith and Credit  Gas Utilities (Disc. 2005) (41C),CCND1,PON1,RUNX2,,,,,
Long Term Debt Outstanding  Full Faith and Credit  Transit Utilities (Disc. 2005) (41D),CCND1,PON1,SLC2A1,,,,,
Long Term Debt Outstanding  Full Faith and Credit  Elementary and Secondary Educati (41F),CCND1,PON1,CTGF,,,,,
Long Term Debt Outstanding  Full Faith and Credit  Higher APC (Disc. 2005) (41G),CCND1,PON1,C3,,,,,
"Long Term Debt Outstanding  Full Faith and Credit  Other, NEC (Disc. 2005) (41X)",CCND1,PON1,CASR,,,,,
Long Term Debt Outstanding Nonguaranteed  Water Utilities (Disc. 2005) (44A),CCND1,PON1,GH1,,,,,
Long Term Debt Outstanding Nonguaranteed  Electric Utilities (Disc. 2005) (44B),CCND1,PON1,IL13,,,,,
Long Term Debt Outstanding Nonguaranteed  Gas Utilities (Disc. 2005) (44C),CCND1,PON1,CALCA,,,,,
Long Term Debt Outstanding Nonguaranteed  Transit Utilities (Disc. 2005) (44D),CCND1,PON1,GBA,,,,,
Long Term Debt Outstanding Nonguaranteed  Elementary and Secondary APC (Disc.  (44F),CCND1,PON1,CYP1B1,,,,,
Long Term Debt Outstanding Nonguaranteed  Higher APC (Disc. 2005) (44G),CCND1,PON1,SHH,,,,,
"Longterm Debt Outstanding, End Of Fiscal Year, PON1 For Private Purposes (44T)",CCND1,PON1,TSHR,,,,,
"Long Term Debt Outstanding Nonguaranteed  Other, NEC (Disc. 2005) (44X)",CCND1,PON1,CD36,,,,,
Long Term Debt Outstanding Unspecified Public Purpose (49U),CCND1,PON1,UBC,,,,,
Short Term Debt Outstanding  End of Fiscal Year (64V),CCND1,PON1,TLR9,,,,,
CCND1 (FDB),CCND1,PON1,MMP3,,,,,
Debt Held by Public: Other (FDO),CCND1,PON1,NF1,,,,,
Debt Held by Federal Government Accounts (FDG),CCND1,F2,FGFR3,,,,,
